row_idx,gold,pred,latency_s,src_ip
641,recon,benign,0.0000,192.168.0.128
642,ddos,benign,0.0000,192.168.0.128
643,recon,benign,0.0000,192.168.0.128
644,recon,benign,0.0000,192.168.0.128
645,recon,benign,0.0000,192.168.0.128
646,ddos,benign,0.0000,192.168.0.128
647,ddos,benign,0.0000,192.168.0.128
648,recon,benign,0.0000,192.168.0.128
649,ddos,benign,0.0000,192.168.0.128
650,ddos,benign,0.0000,192.168.0.128
651,brute-force,ddos,0.0000,192.168.0.128
652,benign,ddos,0.0000,192.168.3.12
653,ddos,benign,0.0000,192.168.0.128
654,ddos,benign,0.0000,192.168.0.128
655,recon,benign,0.0000,192.168.0.128
656,benign,ddos,0.0000,192.168.3.12
657,ddos,benign,0.0000,192.168.0.128
658,ddos,benign,0.0000,192.168.0.128
659,recon,benign,0.0000,192.168.0.128
660,recon,benign,0.0000,192.168.0.128
661,ddos,benign,0.0000,192.168.0.128
662,recon,benign,0.0000,192.168.0.128
663,ddos,benign,0.0000,192.168.0.128
664,recon,benign,0.0000,192.168.0.128
665,injection,ddos,0.0000,192.168.0.128
666,recon,benign,0.0000,192.168.0.128
667,recon,benign,0.0000,192.168.0.128
668,recon,benign,0.0000,192.168.0.128
669,recon,benign,0.0000,192.168.0.128
670,recon,benign,0.0000,192.168.0.128
671,benign,benign,0.0000,192.168.3.12
672,recon,benign,0.0000,192.168.0.128
673,recon,benign,0.0000,192.168.0.128
674,recon,benign,0.0000,192.168.0.128
675,ddos,benign,0.0000,192.168.0.128
676,recon,benign,0.0000,192.168.0.128
677,injection,ddos,0.0000,192.168.0.128
678,ddos,benign,0.0000,192.168.0.128
679,ddos,benign,0.0000,192.168.0.128
680,injection,ddos,0.0000,192.168.0.128
681,recon,benign,0.0000,192.168.0.128
682,recon,benign,0.0000,192.168.0.128
683,recon,benign,0.0000,192.168.0.128
684,benign,benign,0.0000,192.168.3.12
685,recon,benign,0.0000,192.168.0.128
686,recon,benign,0.0000,192.168.0.128
687,recon,benign,0.0000,192.168.0.128
688,recon,benign,0.0000,192.168.0.128
689,recon,benign,0.0000,192.168.0.128
690,recon,benign,0.0000,192.168.0.128
691,recon,benign,0.0000,192.168.0.128
692,benign,ddos,0.0000,192.168.3.12
693,benign,ddos,0.0000,192.168.3.18
694,brute-force,ddos,0.0000,192.168.0.128
695,recon,benign,0.0000,192.168.0.128
696,brute-force,ddos,0.0000,192.168.0.128
697,injection,ddos,0.0000,192.168.0.128
698,recon,benign,0.0000,192.168.0.128
699,recon,benign,0.0000,192.168.0.128
700,recon,benign,0.0000,192.168.0.128
701,ddos,benign,0.0000,192.168.0.128
702,ddos,benign,0.0000,192.168.0.128
703,ddos,benign,0.0000,192.168.0.128
704,recon,benign,0.0000,192.168.0.128
705,ddos,benign,0.0000,192.168.0.128
706,ddos,benign,0.0000,192.168.0.128
707,recon,benign,0.0000,192.168.0.128
708,brute-force,ddos,0.0000,192.168.0.128
709,ddos,benign,0.0000,192.168.0.128
710,ddos,benign,0.0000,192.168.0.128
711,ddos,benign,0.0000,192.168.0.128
712,recon,benign,0.0000,192.168.0.128
713,recon,benign,0.0000,192.168.0.128
714,recon,benign,0.0000,192.168.0.128
715,recon,benign,0.0000,192.168.0.128
716,recon,benign,0.0000,192.168.0.128
717,recon,benign,0.0000,192.168.0.128
718,recon,benign,0.0000,192.168.0.128
719,recon,benign,0.0000,192.168.0.128
720,recon,benign,0.0000,192.168.0.128
721,recon,benign,0.0000,192.168.0.128
722,recon,benign,0.0000,192.168.0.128
723,recon,benign,0.0000,192.168.0.128
724,benign,benign,0.0000,192.168.3.12
725,brute-force,ddos,0.0000,192.168.0.128
726,injection,ddos,0.0000,192.168.0.128
727,recon,benign,0.0000,192.168.0.128
728,recon,benign,0.0000,192.168.0.128
729,brute-force,ddos,0.0000,192.168.0.128
730,recon,benign,0.0000,192.168.0.128
731,recon,benign,0.0000,192.168.0.128
732,ddos,benign,0.0000,192.168.0.128
733,recon,benign,0.0000,192.168.0.128
734,ddos,benign,0.0000,192.168.0.128
735,brute-force,ddos,0.0000,192.168.0.128
736,recon,benign,0.0000,192.168.0.128
737,recon,benign,0.0000,192.168.0.128
738,recon,benign,0.0000,192.168.0.128
739,recon,benign,0.0000,192.168.0.128
740,benign,benign,0.0000,192.168.3.12
741,benign,benign,0.0000,192.168.3.12
742,recon,benign,0.0000,192.168.0.128
743,ddos,benign,0.0000,192.168.0.128
744,exfil,benign,0.0000,192.168.0.170
745,exfil,benign,0.0000,192.168.0.170
746,ddos,benign,0.0000,192.168.0.128
747,injection,ddos,0.0000,192.168.0.128
748,injection,ddos,0.0000,192.168.0.128
749,exfil,benign,0.0000,192.168.0.170
750,recon,benign,0.0000,192.168.0.128
751,recon,benign,0.0000,192.168.0.128
752,brute-force,ddos,0.0000,192.168.0.128
753,recon,benign,0.0000,192.168.0.128
754,injection,ddos,0.0000,192.168.0.128
755,recon,benign,0.0000,192.168.0.128
756,benign,benign,0.0000,192.168.3.12
757,injection,ddos,0.0000,192.168.0.128
758,recon,benign,0.0000,192.168.0.128
759,benign,benign,0.0000,192.168.3.12
760,benign,benign,0.0000,192.168.3.12
761,recon,benign,0.0000,192.168.0.128
762,benign,benign,0.0000,192.168.3.12
763,recon,benign,0.0000,192.168.0.128
764,ddos,benign,0.0000,192.168.0.128
765,recon,benign,0.0000,192.168.0.128
766,ddos,benign,0.0000,192.168.0.128
767,benign,benign,0.0000,192.168.3.12
768,recon,benign,0.0000,192.168.0.128
769,recon,benign,0.0000,192.168.0.128
770,recon,benign,0.0000,192.168.0.128
771,mqtt-mitm,benign,0.0000,0.0.0.0
772,ddos,benign,0.0000,192.168.0.128
773,injection,ddos,0.0000,192.168.0.128
774,recon,benign,0.0000,192.168.0.128
775,recon,benign,0.0000,192.168.0.128
776,ddos,benign,0.0000,192.168.0.128
777,recon,benign,0.0000,192.168.0.128
778,benign,benign,0.0000,192.168.3.12
779,recon,benign,0.0000,192.168.0.128
780,recon,benign,0.0000,192.168.0.128
781,ddos,benign,0.0000,192.168.0.128
782,recon,benign,0.0000,192.168.0.128
783,recon,benign,0.0000,192.168.0.128
784,ddos,benign,0.0000,192.168.0.128
785,injection,ddos,0.0000,192.168.0.128
786,ddos,benign,0.0000,192.168.0.128
787,recon,benign,0.0000,192.168.0.128
788,brute-force,ddos,0.0000,192.168.0.128
789,brute-force,ddos,0.0000,192.168.0.128
790,recon,benign,0.0000,192.168.0.128
791,recon,benign,0.0000,192.168.0.128
792,brute-force,ddos,0.0000,192.168.0.128
793,ddos,benign,0.0000,192.168.0.128
794,recon,benign,0.0000,192.168.0.128
795,brute-force,ddos,0.0000,192.168.0.128
796,recon,benign,0.0000,192.168.0.128
797,recon,benign,0.0000,192.168.0.128
798,brute-force,ddos,0.0000,192.168.0.128
799,recon,benign,0.0000,192.168.0.128
800,recon,benign,0.0000,192.168.0.128
801,injection,ddos,0.0000,192.168.0.128
802,recon,benign,0.0000,192.168.0.128
803,exfil,benign,0.0000,192.168.0.170
804,recon,benign,0.0000,192.168.0.128
805,recon,benign,0.0000,192.168.0.128
806,ddos,benign,0.0000,192.168.0.128
807,recon,benign,0.0000,192.168.0.128
808,recon,benign,0.0000,192.168.0.128
809,ddos,benign,0.0000,192.168.0.128
810,recon,benign,0.0000,192.168.0.128
811,brute-force,ddos,0.0000,192.168.0.128
812,injection,ddos,0.0000,192.168.0.128
813,ddos,benign,0.0000,192.168.0.128
814,recon,benign,0.0000,192.168.0.128
815,brute-force,ddos,0.0000,192.168.0.128
816,brute-force,ddos,0.0000,192.168.0.128
817,injection,ddos,0.0000,192.168.0.128
818,recon,benign,0.0000,192.168.0.128
819,ddos,benign,0.0000,192.168.0.128
820,benign,ddos,0.0000,192.168.3.12
821,recon,benign,0.0000,192.168.0.128
822,recon,benign,0.0000,192.168.0.128
823,ddos,benign,0.0000,192.168.0.128
824,exfil,benign,0.0000,192.168.0.170
825,ddos,benign,0.0000,192.168.0.128
826,brute-force,ddos,0.0000,192.168.0.128
827,recon,benign,0.0000,192.168.0.128
828,ddos,benign,0.0000,192.168.0.128
829,exfil,benign,0.0000,192.168.0.170
830,injection,ddos,0.0000,192.168.0.128
831,injection,ddos,0.0000,192.168.0.128
832,ddos,benign,0.0000,192.168.0.128
833,brute-force,ddos,0.0000,192.168.0.128
834,ddos,benign,0.0000,192.168.0.128
835,recon,benign,0.0000,192.168.0.128
836,ddos,benign,0.0000,192.168.0.128
837,benign,ddos,0.0000,192.168.3.12
838,injection,ddos,0.0000,192.168.0.128
839,brute-force,ddos,0.0000,192.168.0.128
840,exfil,benign,0.0000,192.168.0.170
841,brute-force,ddos,0.0000,192.168.0.128
842,recon,benign,0.0000,192.168.0.128
843,ddos,benign,0.0000,192.168.0.128
844,injection,ddos,0.0000,192.168.0.128
845,ddos,benign,0.0000,192.168.0.128
846,ddos,benign,0.0000,192.168.0.128
847,benign,benign,0.0000,192.168.3.12
848,benign,benign,0.0000,192.168.3.12
849,recon,benign,0.0000,192.168.0.128
850,ddos,benign,0.0000,192.168.0.128
851,benign,benign,0.0000,192.168.3.12
852,ddos,benign,0.0000,192.168.0.128
853,recon,benign,0.0000,192.168.0.128
854,recon,benign,0.0000,192.168.0.128
855,exfil,benign,0.0000,192.168.0.170
856,benign,ddos,0.0000,192.168.3.12
857,ddos,benign,0.0000,192.168.0.128
858,recon,benign,0.0000,192.168.0.128
859,recon,benign,0.0000,192.168.0.128
860,recon,benign,0.0000,192.168.0.128
861,injection,ddos,0.0000,192.168.0.128
862,ddos,benign,0.0000,192.168.0.128
863,recon,benign,0.0000,192.168.0.128
864,benign,benign,0.0000,192.168.3.12
865,ddos,benign,0.0000,192.168.0.128
866,ddos,benign,0.0000,192.168.0.128
867,benign,benign,0.0000,192.168.3.12
868,recon,benign,0.0000,192.168.0.128
869,recon,benign,0.0000,192.168.0.128
870,ddos,benign,0.0000,192.168.0.128
871,ddos,benign,0.0000,192.168.0.128
872,ddos,benign,0.0000,192.168.0.128
873,benign,ddos,0.0000,192.168.3.12
874,recon,benign,0.0000,192.168.0.128
875,brute-force,ddos,0.0000,192.168.0.128
876,injection,ddos,0.0000,192.168.0.128
877,recon,benign,0.0000,192.168.0.128
878,benign,benign,0.0000,192.168.3.12
879,brute-force,ddos,0.0000,192.168.0.128
880,benign,benign,0.0000,192.168.3.12
881,recon,benign,0.0000,192.168.0.128
882,exfil,benign,0.0000,192.168.0.170
883,injection,ddos,0.0000,192.168.0.128
884,benign,benign,0.0000,192.168.3.12
885,recon,benign,0.0000,192.168.0.128
886,ddos,benign,0.0000,192.168.0.128
887,ddos,benign,0.0000,192.168.0.128
888,recon,benign,0.0000,192.168.0.128
889,injection,ddos,0.0000,192.168.0.128
890,brute-force,ddos,0.0000,192.168.0.128
891,ddos,benign,0.0000,192.168.0.128
892,brute-force,ddos,0.0000,192.168.0.128
893,ddos,benign,0.0000,192.168.0.128
894,ddos,benign,0.0000,192.168.0.128
895,ddos,benign,0.0000,192.168.0.128
896,recon,benign,0.0000,192.168.0.128
897,exfil,benign,0.0000,192.168.0.170
898,ddos,benign,0.0000,192.168.0.128
899,brute-force,ddos,0.0000,192.168.0.128
900,recon,benign,0.0000,192.168.0.128
901,injection,ddos,0.0000,192.168.0.128
902,ddos,benign,0.0000,192.168.0.128
903,injection,ddos,0.0000,192.168.0.128
904,injection,ddos,0.0000,192.168.0.128
905,exfil,benign,0.0000,192.168.0.170
906,ddos,benign,0.0000,192.168.0.128
907,benign,ddos,0.0000,192.168.3.12
908,ddos,benign,0.0000,192.168.0.128
909,recon,benign,0.0000,192.168.0.128
910,recon,benign,0.0000,192.168.0.128
911,recon,benign,0.0000,192.168.0.128
912,ddos,benign,0.0000,192.168.0.128
913,brute-force,ddos,0.0000,192.168.0.128
914,recon,benign,0.0000,192.168.0.128
915,recon,benign,0.0000,192.168.0.128
916,recon,benign,0.0000,192.168.0.128
917,recon,benign,0.0000,192.168.0.128
918,ddos,benign,0.0000,192.168.0.128
919,benign,ddos,0.0000,192.168.3.12
920,ddos,benign,0.0000,192.168.0.128
921,recon,benign,0.0000,192.168.0.128
922,ddos,benign,0.0000,192.168.0.128
923,ddos,benign,0.0000,192.168.0.128
924,recon,benign,0.0000,192.168.0.128
925,recon,benign,0.0000,192.168.0.128
926,recon,benign,0.0000,192.168.0.128
927,injection,ddos,0.0000,192.168.0.128
928,recon,benign,0.0000,192.168.0.128
929,brute-force,ddos,0.0000,192.168.0.128
930,ddos,benign,0.0000,192.168.0.128
931,recon,benign,0.0000,192.168.0.128
932,recon,benign,0.0000,192.168.0.128
933,brute-force,ddos,0.0000,192.168.0.128
934,ddos,benign,0.0000,192.168.0.128
935,recon,benign,0.0000,192.168.0.128
936,recon,benign,0.0000,192.168.0.128
937,recon,benign,0.0000,192.168.0.128
938,ddos,benign,0.0000,192.168.0.128
939,recon,benign,0.0000,192.168.0.128
940,brute-force,ddos,0.0000,192.168.0.128
941,ddos,benign,0.0000,192.168.0.128
942,recon,benign,0.0000,192.168.0.128
943,recon,benign,0.0000,192.168.0.128
944,ddos,benign,0.0000,192.168.0.128
945,injection,ddos,0.0000,192.168.0.128
946,ddos,benign,0.0000,192.168.0.128
947,ddos,benign,0.0000,192.168.0.128
948,ddos,benign,0.0000,192.168.0.128
949,recon,benign,0.0000,192.168.0.128
950,recon,benign,0.0000,192.168.0.128
951,recon,benign,0.0000,192.168.0.128
952,ddos,benign,0.0000,192.168.0.128
953,brute-force,ddos,0.0000,192.168.0.128
954,benign,ddos,0.0000,192.168.3.12
955,recon,benign,0.0000,192.168.0.128
956,injection,ddos,0.0000,192.168.0.128
957,ddos,benign,0.0000,192.168.0.128
958,benign,benign,0.0000,192.168.3.12
959,benign,ddos,0.0000,192.168.3.12
960,recon,benign,0.0000,192.168.0.128
961,recon,benign,0.0000,192.168.0.128
962,recon,benign,0.0000,192.168.0.128
963,injection,ddos,0.0000,192.168.0.128
964,recon,benign,0.0000,192.168.0.128
965,recon,benign,0.0000,192.168.0.128
966,ddos,benign,0.0000,192.168.0.128
967,benign,benign,0.0000,192.168.3.12
968,ddos,benign,0.0000,192.168.0.128
969,ddos,benign,0.0000,192.168.0.128
970,injection,ddos,0.0000,192.168.0.128
971,brute-force,ddos,0.0000,192.168.0.128
972,recon,benign,0.0000,192.168.0.128
973,recon,benign,0.0000,192.168.0.128
974,ddos,benign,0.0000,192.168.0.128
975,benign,benign,0.0000,192.168.3.12
976,benign,ddos,0.0000,192.168.3.12
977,ddos,benign,0.0000,192.168.0.128
978,recon,benign,0.0000,192.168.0.128
979,ddos,benign,0.0000,192.168.0.128
980,benign,benign,0.0000,192.168.3.12
981,ddos,benign,0.0000,192.168.0.128
982,exfil,benign,0.0000,192.168.0.170
983,exfil,benign,0.0000,192.168.0.170
984,brute-force,ddos,0.0000,192.168.0.128
985,recon,benign,0.0000,192.168.0.128
986,recon,benign,0.0000,192.168.0.128
987,ddos,benign,0.0000,192.168.0.128
988,recon,benign,0.0000,192.168.0.128
989,recon,benign,0.0000,192.168.0.128
990,recon,benign,0.0000,192.168.0.128
991,ddos,benign,0.0000,192.168.0.128
992,recon,benign,0.0000,192.168.0.128
993,recon,benign,0.0000,192.168.0.128
994,brute-force,ddos,0.0000,192.168.0.128
995,ddos,benign,0.0000,192.168.0.128
996,recon,benign,0.0000,192.168.0.128
997,ddos,benign,0.0000,192.168.0.128
998,benign,benign,0.0000,192.168.3.12
999,recon,benign,0.0000,192.168.0.128
1000,brute-force,ddos,0.0000,192.168.0.128
1001,exfil,benign,0.0000,192.168.0.170
1002,brute-force,ddos,0.0000,192.168.0.128
1003,recon,benign,0.0000,192.168.0.128
1004,benign,benign,0.0000,192.168.3.12
1005,recon,benign,0.0000,192.168.0.128
1006,recon,benign,0.0000,192.168.0.128
1007,ddos,benign,0.0000,192.168.0.128
1008,recon,benign,0.0000,192.168.0.128
1009,ddos,benign,0.0000,192.168.0.128
1010,ddos,benign,0.0000,192.168.0.128
1011,ddos,benign,0.0000,192.168.0.128
1012,ddos,benign,0.0000,192.168.0.128
1013,ddos,benign,0.0000,192.168.0.128
1014,recon,benign,0.0000,192.168.0.128
1015,ddos,benign,0.0000,192.168.0.128
1016,ddos,benign,0.0000,192.168.0.128
1017,injection,ddos,0.0000,192.168.0.128
1018,ddos,benign,0.0000,192.168.0.128
1019,recon,benign,0.0000,192.168.0.128
1020,ddos,benign,0.0000,192.168.0.128
1021,benign,benign,0.0000,192.168.3.12
1022,recon,benign,0.0000,192.168.0.128
1023,injection,ddos,0.0000,192.168.0.128
1024,exfil,benign,0.0000,192.168.0.170
1025,ddos,benign,0.0000,192.168.0.128
1026,ddos,benign,0.0000,192.168.0.128
1027,brute-force,ddos,0.0000,192.168.0.128
1028,ddos,benign,0.0000,192.168.0.128
1029,ddos,benign,0.0000,192.168.0.128
1030,recon,benign,0.0000,192.168.0.128
1031,recon,benign,0.0000,192.168.0.128
1032,recon,benign,0.0000,192.168.0.128
1033,injection,ddos,0.0000,192.168.0.128
1034,ddos,benign,0.0000,192.168.0.128
1035,recon,benign,0.0000,192.168.0.128
1036,recon,benign,0.0000,192.168.0.128
1037,recon,benign,0.0000,192.168.0.128
1038,ddos,benign,0.0000,192.168.0.128
1039,ddos,benign,0.0000,192.168.0.128
1040,ddos,benign,0.0000,192.168.0.128
1041,ddos,benign,0.0000,192.168.0.128
1042,recon,benign,0.0000,192.168.0.128
1043,ddos,benign,0.0000,192.168.0.128
1044,ddos,benign,0.0000,192.168.0.128
1045,brute-force,ddos,0.0000,192.168.0.128
1046,benign,benign,0.0000,192.168.3.12
1047,ddos,benign,0.0000,192.168.0.128
1048,benign,benign,0.0000,192.168.3.12
1049,recon,benign,0.0000,192.168.0.128
1050,recon,benign,0.0000,192.168.0.128
1051,recon,benign,0.0000,192.168.0.128
1052,recon,benign,0.0000,192.168.0.128
1053,ddos,benign,0.0000,192.168.0.128
1054,recon,benign,0.0000,192.168.0.128
1055,brute-force,ddos,0.0000,192.168.0.128
1056,recon,benign,0.0000,192.168.0.128
1057,recon,benign,0.0000,192.168.0.128
1058,recon,benign,0.0000,192.168.0.128
1059,ddos,benign,0.0000,192.168.0.128
1060,injection,ddos,0.0000,192.168.0.128
1061,benign,ddos,0.0000,192.168.3.12
1062,ddos,benign,0.0000,192.168.0.128
1063,recon,benign,0.0000,192.168.0.128
1064,injection,ddos,0.0000,192.168.0.128
1065,ddos,benign,0.0000,192.168.0.128
1066,benign,benign,0.0000,192.168.3.12
1067,injection,ddos,0.0000,192.168.0.128
1068,benign,benign,0.0000,192.168.3.12
1069,recon,benign,0.0000,192.168.0.128
1070,recon,benign,0.0000,192.168.0.128
1071,recon,benign,0.0000,192.168.0.128
1072,recon,benign,0.0000,192.168.0.128
1073,ddos,benign,0.0000,192.168.0.128
1074,injection,ddos,0.0000,192.168.0.128
1075,ddos,benign,0.0000,192.168.0.128
1076,recon,benign,0.0000,192.168.0.128
1077,brute-force,ddos,0.0000,192.168.0.128
1078,brute-force,ddos,0.0000,192.168.0.128
1079,benign,benign,0.0000,192.168.3.12
1080,recon,benign,0.0000,192.168.0.128
1081,recon,benign,0.0000,192.168.0.128
1082,recon,benign,0.0000,192.168.0.128
1083,benign,ddos,0.0000,192.168.3.12
1084,recon,benign,0.0000,192.168.0.128
1085,benign,ddos,0.0000,192.168.3.12
1086,ddos,benign,0.0000,192.168.0.128
1087,ddos,benign,0.0000,192.168.0.128
1088,ddos,benign,0.0000,192.168.0.128
1089,ddos,benign,0.0000,192.168.0.128
1090,ddos,benign,0.0000,192.168.0.128
1091,brute-force,ddos,0.0000,192.168.0.128
1092,ddos,benign,0.0000,192.168.0.128
1093,ddos,benign,0.0000,192.168.0.128
1094,ddos,benign,0.0000,192.168.0.128
1095,recon,benign,0.0000,192.168.0.128
1096,exfil,benign,0.0000,192.168.0.170
1097,ddos,benign,0.0000,192.168.0.128
1098,ddos,benign,0.0000,192.168.0.128
1099,benign,benign,0.0000,192.168.3.12
1100,benign,ddos,0.0000,192.168.3.12
1101,ddos,benign,0.0000,192.168.0.128
1102,brute-force,ddos,0.0000,192.168.0.128
1103,ddos,benign,0.0000,192.168.0.128
1104,ddos,benign,0.0000,192.168.0.128
1105,recon,benign,0.0000,192.168.0.128
1106,injection,ddos,0.0000,192.168.0.128
1107,benign,ddos,0.0000,192.168.3.12
1108,brute-force,ddos,0.0000,192.168.0.128
1109,recon,benign,0.0000,192.168.0.128
1110,benign,ddos,0.0000,192.168.3.12
1111,ddos,benign,0.0000,192.168.0.128
1112,ddos,benign,0.0000,192.168.0.128
1113,recon,benign,0.0000,192.168.0.128
1114,ddos,benign,0.0000,192.168.0.128
1115,injection,ddos,0.0000,192.168.0.128
1116,recon,benign,0.0000,192.168.0.128
1117,recon,benign,0.0000,192.168.0.128
1118,recon,benign,0.0000,192.168.0.128
1119,recon,benign,0.0000,192.168.0.128
1120,ddos,benign,0.0000,192.168.0.128
1121,brute-force,ddos,0.0000,192.168.0.128
1122,recon,benign,0.0000,192.168.0.128
1123,recon,benign,0.0000,192.168.0.128
1124,recon,benign,0.0000,192.168.0.128
1125,recon,benign,0.0000,192.168.0.128
1126,recon,benign,0.0000,192.168.0.128
1127,injection,ddos,0.0000,192.168.0.128
1128,injection,ddos,0.0000,192.168.0.128
1129,recon,benign,0.0000,192.168.0.128
1130,benign,ddos,0.0000,192.168.3.12
1131,recon,benign,0.0000,192.168.0.128
1132,ddos,benign,0.0000,192.168.0.128
1133,recon,benign,0.0000,192.168.0.128
1134,injection,ddos,0.0000,192.168.0.128
1135,benign,benign,0.0000,192.168.3.12
1136,ddos,benign,0.0000,192.168.0.128
1137,recon,benign,0.0000,192.168.0.128
1138,ddos,benign,0.0000,192.168.0.128
1139,injection,ddos,0.0000,192.168.0.128
1140,recon,benign,0.0000,192.168.0.128
1141,mqtt-mitm,benign,0.0000,192.168.0.170
1142,benign,benign,0.0000,192.168.3.12
1143,ddos,benign,0.0000,192.168.0.128
1144,recon,benign,0.0000,192.168.0.128
1145,ddos,benign,0.0000,192.168.0.128
1146,recon,benign,0.0000,192.168.0.128
1147,recon,benign,0.0000,192.168.0.128
1148,recon,benign,0.0000,192.168.0.128
1149,injection,ddos,0.0000,192.168.0.128
1150,ddos,benign,0.0000,192.168.0.128
1151,recon,benign,0.0000,192.168.0.128
1152,recon,benign,0.0000,192.168.0.128
1153,brute-force,ddos,0.0000,192.168.0.128
1154,benign,benign,0.0000,192.168.3.12
1155,recon,benign,0.0000,192.168.0.128
1156,recon,benign,0.0000,192.168.0.128
1157,recon,benign,0.0000,192.168.0.128
1158,recon,benign,0.0000,192.168.0.128
1159,ddos,benign,0.0000,192.168.0.128
1160,recon,benign,0.0000,192.168.0.128
1161,ddos,benign,0.0000,192.168.0.128
1162,ddos,benign,0.0000,192.168.0.128
1163,injection,ddos,0.0000,192.168.0.128
1164,recon,benign,0.0000,192.168.0.128
1165,ddos,benign,0.0000,192.168.0.128
1166,ddos,benign,0.0000,192.168.0.128
1167,brute-force,ddos,0.0000,192.168.0.128
1168,recon,benign,0.0000,192.168.0.128
1169,benign,benign,0.0000,192.168.3.12
1170,recon,benign,0.0000,192.168.0.128
1171,recon,benign,0.0000,192.168.0.128
1172,brute-force,ddos,0.0000,192.168.0.128
1173,ddos,benign,0.0000,192.168.0.128
1174,ddos,benign,0.0000,192.168.0.128
1175,ddos,benign,0.0000,192.168.0.128
1176,recon,benign,0.0000,192.168.0.128
1177,injection,ddos,0.0000,192.168.0.128
1178,recon,benign,0.0000,192.168.0.128
1179,recon,benign,0.0000,192.168.0.128
1180,ddos,benign,0.0000,192.168.0.128
1181,ddos,benign,0.0000,192.168.0.128
1182,benign,benign,0.0000,192.168.3.12
1183,recon,benign,0.0000,192.168.0.128
1184,ddos,benign,0.0000,192.168.0.128
1185,recon,benign,0.0000,192.168.0.128
1186,ddos,benign,0.0000,192.168.0.128
1187,recon,benign,0.0000,192.168.0.128
1188,ddos,benign,0.0000,192.168.0.128
1189,recon,benign,0.0000,192.168.0.128
1190,recon,benign,0.0000,192.168.0.128
1191,exfil,benign,0.0000,192.168.0.170
1192,benign,ddos,0.0000,192.168.3.12
1193,ddos,benign,0.0000,192.168.0.128
1194,recon,benign,0.0000,192.168.0.128
1195,benign,benign,0.0000,192.168.3.12
1196,recon,benign,0.0000,192.168.0.128
1197,benign,ddos,0.0000,192.168.3.12
1198,recon,benign,0.0000,192.168.0.128
1199,injection,ddos,0.0000,192.168.0.128
1200,recon,benign,0.0000,192.168.0.128
1201,ddos,benign,0.0000,192.168.0.128
1202,recon,benign,0.0000,192.168.0.128
1203,recon,benign,0.0000,192.168.0.128
1204,recon,benign,0.0000,192.168.0.128
1205,injection,ddos,0.0000,192.168.0.128
1206,recon,benign,0.0000,192.168.0.128
1207,ddos,benign,0.0000,192.168.0.128
1208,recon,benign,0.0000,192.168.0.128
1209,injection,ddos,0.0000,192.168.0.128
1210,recon,benign,0.0000,192.168.0.128
1211,recon,benign,0.0000,192.168.0.128
1212,benign,ddos,0.0000,192.168.3.12
1213,benign,ddos,0.0000,192.168.3.12
1214,recon,benign,0.0000,192.168.0.128
1215,recon,benign,0.0000,192.168.0.128
1216,benign,ddos,0.0000,192.168.3.12
1217,injection,ddos,0.0000,192.168.0.128
1218,ddos,benign,0.0000,192.168.0.128
1219,recon,benign,0.0000,192.168.0.128
1220,recon,benign,0.0000,192.168.0.128
1221,recon,benign,0.0000,192.168.0.128
1222,benign,ddos,0.0000,192.168.3.12
1223,benign,benign,0.0000,192.168.3.12
1224,brute-force,ddos,0.0000,192.168.0.128
1225,recon,benign,0.0000,192.168.0.128
1226,recon,benign,0.0000,192.168.0.128
1227,recon,benign,0.0000,192.168.0.128
1228,ddos,benign,0.0000,192.168.0.128
1229,recon,benign,0.0000,192.168.0.128
1230,ddos,benign,0.0000,192.168.0.128
1231,brute-force,ddos,0.0000,192.168.0.128
1232,brute-force,ddos,0.0000,192.168.0.128
1233,benign,benign,0.0000,192.168.3.12
1234,exfil,benign,0.0000,192.168.0.170
1235,recon,benign,0.0000,192.168.0.128
1236,ddos,benign,0.0000,192.168.0.128
1237,recon,benign,0.0000,192.168.0.128
1238,recon,benign,0.0000,192.168.0.128
1239,ddos,benign,0.0000,192.168.0.128
1240,benign,ddos,0.0000,192.168.3.12
1241,ddos,benign,0.0000,192.168.0.128
1242,exfil,benign,0.0000,192.168.0.170
1243,recon,benign,0.0000,192.168.0.128
1244,benign,ddos,0.0000,192.168.3.12
1245,ddos,benign,0.0000,192.168.0.128
1246,ddos,benign,0.0000,192.168.0.128
1247,ddos,benign,0.0000,192.168.0.128
1248,ddos,benign,0.0000,192.168.0.128
1249,ddos,benign,0.0000,192.168.0.128
1250,benign,benign,0.0000,192.168.3.12
1251,ddos,benign,0.0000,192.168.0.128
1252,recon,benign,0.0000,192.168.0.128
1253,recon,benign,0.0000,192.168.0.128
1254,ddos,benign,0.0000,192.168.0.128
1255,injection,ddos,0.0000,192.168.0.128
1256,ddos,benign,0.0000,192.168.0.128
1257,exfil,benign,0.0000,192.168.0.170
1258,recon,benign,0.0000,192.168.0.128
1259,recon,benign,0.0000,192.168.0.128
1260,recon,benign,0.0000,192.168.0.128
1261,injection,ddos,0.0000,192.168.0.128
1262,brute-force,ddos,0.0000,192.168.0.128
1263,recon,benign,0.0000,192.168.0.128
1264,recon,benign,0.0000,192.168.0.128
1265,recon,benign,0.0000,192.168.0.128
1266,recon,benign,0.0000,192.168.0.128
1267,benign,ddos,0.0000,192.168.3.12
1268,recon,benign,0.0000,192.168.0.128
1269,recon,benign,0.0000,192.168.0.128
1270,benign,ddos,0.0000,192.168.3.12
1271,recon,benign,0.0000,192.168.0.128
